employeeId,role,hour,failedLogins,downloads,country,device,vpn,usbInserted,adminAction
EMP00033,EMPLOYEE,8,2,29,Russia,Linux,1,0,0
EMP00034,EMPLOYEE,8,1,1,China,Linux,0,0,0
EMP00035,EMPLOYEE,10,2,22,USA,Linux,1,0,0
EMP00036,MANAGER,17,2,299,UK,Mac,0,0,0
EMP00037,EMPLOYEE,11,0,26,Russia,Linux,0,0,0
EMP00038,EMPLOYEE,18,2,2,UK,Windows,0,0,0
EMP00039,EMPLOYEE,10,1,19,India,Windows,0,0,0
EMP00040,EMPLOYEE,9,2,7,USA,Linux,0,0,0
EMP00041,EMPLOYEE,16,1,8,India,Windows,0,0,0
EMP00042,EMPLOYEE,13,2,12,India,Mac,0,0,0
EMP00043,EMPLOYEE,17,1,8,Russia,Windows,0,0,0
EMP00044,EMPLOYEE,11,0,26,USA,Mac,0,0,0
EMP00045,EMPLOYEE,9,0,23,UK,Linux,0,0,0
EMP00046,EMPLOYEE,13,0,19,China,Mac,0,0,0
EMP00047,EMPLOYEE,11,2,13,India,Linux,0,0,0
EMP00048,EMPLOYEE,18,1,6,India,Linux,0,1,0
EMP00049,MANAGER,14,0,8,UK,Linux,0,0,0
EMP00050,MANAGER,9,0,22,UK,Windows,0,0,0
EMP00051,EMPLOYEE,15,2,16,China,Windows,0,0,0
EMP00052,EMPLOYEE,16,0,1,China,Linux,0,1,0
EMP00053,EMPLOYEE,11,2,19,UK,Linux,0,0,0
EMP00054,EMPLOYEE,9,2,9,UK,Windows,0,0,0
EMP00055,EMPLOYEE,9,2,6,India,Linux,0,0,0
EMP00056,EMPLOYEE,16,1,3,USA,Mac,0,0,0
EMP00057,MANAGER,13,8,29,USA,Linux,0,0,0
EMP00058,EMPLOYEE,11,0,18,China,Windows,1,0,0
EMP00059,EMPLOYEE,18,0,1,Russia,Windows,0,0,0
EMP00060,EMPLOYEE,4,0,29,USA,Mac,0,0,0
EMP00061,MANAGER,18,0,24,Russia,Mac,0,0,0
EMP00062,EMPLOYEE,8,0,29,Russia,Windows,0,0,0
EMP00063,MANAGER,9,2,8,India,Linux,0,0,0
EMP00064,EMPLOYEE,11,0,25,USA,Linux,1,0,0
EMP00065,EMPLOYEE,15,2,3,China,Linux,0,0,0
EMP00066,MANAGER,16,0,27,India,Linux,0,0,0
EMP00067,EMPLOYEE,9,0,2,India,Windows,0,0,0
EMP00068,EMPLOYEE,13,1,1,UK,Mac,0,0,0
EMP00069,EMPLOYEE,11,1,14,Russia,Mac,0,0,0
EMP00070,EMPLOYEE,10,1,9,UK,Windows,1,0,0
EMP00071,EMPLOYEE,14,2,24,UK,Windows,0,0,0
EMP00072,EMPLOYEE,14,0,23,Russia,Mac,0,0,0
EMP00073,EMPLOYEE,11,12,26,India,Linux,1,0,0
EMP00074,EMPLOYEE,14,1,23,India,Linux,0,0,0
EMP00075,EMPLOYEE,14,0,0,India,Mac,0,0,0
EMP00076,EMPLOYEE,17,1,14,USA,Linux,0,0,0
EMP00077,EMPLOYEE,16,0,8,USA,Linux,0,0,0
EMP00078,EMPLOYEE,16,2,25,Russia,Mac,0,0,0
EMP00079,EMPLOYEE,12,0,13,USA,Linux,0,0,0
EMP00080,EMPLOYEE,17,2,14,Russia,Mac,0,0,0
EMP00081,MANAGER,15,1,14,UK,Linux,1,0,0
EMP00082,EMPLOYEE,11,1,3,Russia,Windows,0,1,0
EMP00083,EMPLOYEE,17,0,9,UK,Mac,0,0,0
EMP00084,EMPLOYEE,11,0,4,India,Linux,0,0,0
EMP00085,EMPLOYEE,13,1,26,UK,Linux,0,0,0
EMP00086,EMPLOYEE,9,1,30,India,Windows,0,0,0
EMP00087,EMPLOYEE,12,0,5,UK,Windows,0,0,0
EMP00088,EMPLOYEE,8,0,24,China,Windows,0,0,0
EMP00089,EMPLOYEE,9,0,25,China,Mac,0,0,0
EMP00090,ADMIN,15,2,9,UK,Windows,0,0,1
EMP00091,EMPLOYEE,11,0,16,UK,Mac,0,0,0
EMP00092,EMPLOYEE,13,1,6,USA,Mac,0,0,0
EMP00093,MANAGER,16,2,22,USA,Mac,0,0,0
EMP00094,MANAGER,4,2,23,India,Linux,0,0,0
EMP00095,EMPLOYEE,18,2,10,UK,Mac,0,0,0
EMP00096,EMPLOYEE,18,1,13,India,Windows,0,0,0
EMP00097,EMPLOYEE,8,2,4,China,Mac,0,0,0
EMP00098,EMPLOYEE,15,1,7,India,Windows,0,0,0
EMP00099,EMPLOYEE,13,0,14,UK,Linux,0,0,0
EMP00100,ADMIN,13,1,9,India,Windows,1,0,0
EMP00101,EMPLOYEE,14,0,4,China,Windows,0,0,0
EMP00102,EMPLOYEE,16,0,16,China,Windows,0,0,0
EMP00103,EMPLOYEE,10,2,18,UK,Linux,0,0,0
EMP00104,EMPLOYEE,15,0,14,India,Mac,0,0,0
EMP00105,EMPLOYEE,3,2,28,India,Mac,1,0,0
EMP00106,ADMIN,2,2,23,UK,Mac,1,0,0
EMP00107,EMPLOYEE,2,2,22,China,Linux,0,0,0
EMP00108,EMPLOYEE,13,1,11,USA,Windows,0,0,0
EMP00109,MANAGER,9,0,20,China,Mac,0,0,0
EMP00110,EMPLOYEE,17,2,15,China,Mac,1,0,0
EMP00111,EMPLOYEE,18,1,14,Russia,Windows,0,0,0
EMP00112,EMPLOYEE,13,1,22,China,Linux,0,0,0
EMP00113,EMPLOYEE,13,1,23,India,Mac,0,0,0
EMP00114,ADMIN,10,0,16,China,Windows,0,0,1
EMP00115,EMPLOYEE,14,2,17,UK,Mac,0,0,0
EMP00116,EMPLOYEE,17,0,12,China,Windows,0,0,0
EMP00117,MANAGER,10,0,30,China,Linux,0,0,0
EMP00118,EMPLOYEE,16,1,17,China,Windows,0,0,0
EMP00119,EMPLOYEE,16,0,9,UK,Mac,0,0,0
EMP00120,EMPLOYEE,18,0,25,China,Mac,0,0,0
EMP00121,MANAGER,10,1,24,China,Mac,0,0,0
EMP00122,EMPLOYEE,10,0,25,India,Windows,0,0,0
EMP00123,EMPLOYEE,16,2,16,USA,Windows,0,0,0
EMP00124,EMPLOYEE,1,5,16,UK,Mac,0,0,0
EMP00125,EMPLOYEE,14,2,2,India,Mac,0,0,0
EMP00126,EMPLOYEE,11,1,16,India,Windows,0,0,0
EMP00127,ADMIN,15,2,13,China,Mac,0,0,0
EMP00128,EMPLOYEE,11,2,28,Russia,Mac,0,0,0
EMP00129,EMPLOYEE,8,2,15,Russia,Linux,0,0,0
EMP00130,ADMIN,14,0,5,USA,Mac,0,0,1
EMP00131,EMPLOYEE,9,12,16,UK,Mac,0,0,0
EMP00132,EMPLOYEE,16,0,15,UK,Mac,0,0,0
EMP00133,EMPLOYEE,8,0,7,USA,Windows,0,0,0
EMP00134,EMPLOYEE,16,1,1,Russia,Mac,0,0,0
EMP00135,EMPLOYEE,9,0,5,USA,Windows,0,0,0
EMP00136,MANAGER,8,0,12,UK,Windows,0,0,0
EMP00137,EMPLOYEE,15,0,16,China,Windows,0,0,0
EMP00138,EMPLOYEE,18,1,25,China,Windows,0,1,0
EMP00139,EMPLOYEE,10,2,4,UK,Linux,0,0,0
EMP00140,EMPLOYEE,14,1,13,Russia,Mac,0,0,0
EMP00141,ADMIN,15,2,28,China,Mac,0,1,1
EMP00142,EMPLOYEE,18,0,29,India,Linux,0,0,0
EMP00143,ADMIN,5,0,234,Russia,Mac,0,0,0
EMP00144,MANAGER,15,0,30,India,Linux,0,0,0
EMP00145,EMPLOYEE,16,0,175,Russia,Linux,0,1,0
EMP00146,EMPLOYEE,14,1,10,USA,Mac,0,0,0
EMP00147,EMPLOYEE,16,2,30,UK,Windows,0,0,0
EMP00148,EMPLOYEE,11,2,19,USA,Mac,0,0,0
EMP00149,EMPLOYEE,9,0,6,UK,Linux,0,0,0
EMP00150,EMPLOYEE,12,0,3,India,Mac,0,0,0
EMP00151,EMPLOYEE,12,1,19,India,Mac,0,0,0
EMP00152,EMPLOYEE,15,1,15,UK,Windows,0,0,0
EMP00153,EMPLOYEE,8,0,14,Russia,Windows,0,0,0
EMP00154,MANAGER,17,1,28,India,Linux,0,0,0
EMP00155,EMPLOYEE,16,1,1,India,Mac,0,0,0
EMP00156,EMPLOYEE,11,2,8,China,Windows,0,0,0
EMP00157,EMPLOYEE,18,2,6,Russia,Mac,0,0,0
EMP00158,MANAGER,16,0,1,India,Linux,0,0,0
EMP00159,EMPLOYEE,8,0,21,UK,Mac,0,0,0
EMP00160,EMPLOYEE,8,0,5,USA,Linux,0,0,0
EMP00161,EMPLOYEE,16,1,20,Russia,Windows,1,0,0
EMP00162,EMPLOYEE,1,2,6,China,Windows,0,0,0
EMP00163,MANAGER,11,0,18,China,Linux,0,0,0
EMP00164,EMPLOYEE,11,0,16,USA,Windows,0,0,0
EMP00165,EMPLOYEE,17,2,7,China,Linux,0,0,0
EMP00166,EMPLOYEE,13,2,29,India,Mac,0,0,0
EMP00167,EMPLOYEE,17,1,5,China,Windows,0,0,0
EMP00168,EMPLOYEE,11,1,23,UK,Windows,0,0,0
EMP00169,EMPLOYEE,12,2,15,USA,Linux,0,0,0
EMP00170,ADMIN,17,0,23,USA,Linux,0,0,1
EMP00171,EMPLOYEE,13,1,17,China,Windows,1,0,0
EMP00172,EMPLOYEE,10,7,9,Russia,Linux,0,0,0
EMP00173,EMPLOYEE,8,0,19,China,Windows,0,0,0
EMP00174,EMPLOYEE,13,0,15,UK,Mac,0,0,0
EMP00175,EMPLOYEE,9,0,30,USA,Windows,0,0,0
EMP00176,EMPLOYEE,16,2,3,USA,Windows,0,0,0
EMP00177,EMPLOYEE,15,2,19,Russia,Mac,0,0,0
EMP00178,EMPLOYEE,11,2,15,India,Windows,0,0,0
EMP00179,EMPLOYEE,13,2,126,Russia,Windows,1,0,0
EMP00180,ADMIN,10,2,15,UK,Windows,0,0,1
EMP00181,EMPLOYEE,15,2,17,USA,Mac,0,0,0
EMP00182,EMPLOYEE,11,2,10,India,Linux,0,0,0
EMP00183,EMPLOYEE,9,2,9,UK,Windows,0,0,0
EMP00184,EMPLOYEE,17,1,20,UK,Mac,0,0,0
EMP00185,EMPLOYEE,13,2,23,UK,Linux,0,0,0
EMP00186,EMPLOYEE,17,1,21,USA,Mac,1,0,0
EMP00187,EMPLOYEE,16,1,20,Russia,Linux,0,0,0
EMP00188,EMPLOYEE,18,2,12,Russia,Mac,0,0,0
EMP00189,EMPLOYEE,15,1,8,Russia,Linux,0,0,0
EMP00190,ADMIN,11,0,23,UK,Linux,0,0,1
EMP00191,EMPLOYEE,10,1,20,USA,Linux,0,0,0
EMP00192,EMPLOYEE,15,2,3,UK,Mac,0,0,0
EMP00193,EMPLOYEE,18,0,9,UK,Windows,0,0,0
EMP00194,EMPLOYEE,10,1,22,USA,Linux,0,0,0
EMP00195,EMPLOYEE,12,1,30,China,Windows,0,0,0
EMP00196,EMPLOYEE,15,2,6,India,Mac,0,0,0
EMP00197,EMPLOYEE,14,6,18,India,Windows,0,0,0
EMP00198,EMPLOYEE,17,0,14,India,Mac,0,0,0
EMP00199,MANAGER,11,1,18,USA,Mac,0,0,0
EMP00200,EMPLOYEE,13,2,1,Russia,Mac,0,0,0
EMP00201,EMPLOYEE,8,2,25,India,Linux,0,0,0
EMP00202,EMPLOYEE,18,0,11,USA,Linux,0,0,0
EMP00203,EMPLOYEE,9,0,30,USA,Windows,0,0,0
EMP00204,EMPLOYEE,18,1,4,Russia,Linux,0,0,0
EMP00205,MANAGER,9,2,11,UK,Linux,0,0,0
EMP00206,EMPLOYEE,14,1,4,China,Mac,0,0,0
EMP00207,EMPLOYEE,13,2,29,India,Windows,0,0,0
EMP00208,ADMIN,18,2,2,UK,Mac,1,0,0
EMP00209,EMPLOYEE,8,1,23,Russia,Linux,0,0,0
EMP00210,MANAGER,9,0,23,India,Windows,0,0,0
EMP00211,EMPLOYEE,10,1,7,USA,Mac,0,0,0
EMP00212,EMPLOYEE,11,0,24,India,Windows,0,0,0
EMP00213,EMPLOYEE,15,1,15,China,Windows,0,0,0
EMP00214,EMPLOYEE,17,1,22,USA,Linux,0,0,0
EMP00215,EMPLOYEE,15,0,16,Russia,Windows,0,0,0
EMP00216,EMPLOYEE,11,0,13,USA,Mac,0,0,0
EMP00217,EMPLOYEE,13,2,13,USA,Linux,0,0,0
EMP00218,MANAGER,14,1,17,China,Linux,0,0,0
EMP00219,EMPLOYEE,8,0,12,India,Mac,0,0,0
EMP00220,EMPLOYEE,15,1,0,Russia,Linux,0,0,0
EMP00221,EMPLOYEE,15,2,4,Russia,Mac,0,0,0
EMP00222,EMPLOYEE,10,2,27,UK,Mac,0,0,0
EMP00223,MANAGER,16,0,17,USA,Windows,0,0,0
EMP00224,EMPLOYEE,15,1,24,India,Mac,0,0,0
EMP00225,EMPLOYEE,16,2,13,Russia,Windows,0,0,0
EMP00226,MANAGER,11,2,5,India,Linux,0,0,0
EMP00227,EMPLOYEE,9,1,25,Russia,Mac,0,0,0
EMP00228,EMPLOYEE,9,2,24,UK,Windows,1,0,0
EMP00229,EMPLOYEE,14,1,16,UK,Mac,0,0,0
EMP00230,EMPLOYEE,12,2,7,Russia,Mac,0,0,0
EMP00231,EMPLOYEE,9,2,29,China,Mac,0,0,0
EMP00232,MANAGER,15,1,296,UK,Linux,0,0,0
EMP00233,EMPLOYEE,12,1,4,Russia,Linux,0,0,0
EMP00234,EMPLOYEE,11,0,18,UK,Windows,0,0,0
EMP00235,EMPLOYEE,16,1,29,Russia,Mac,0,0,0
EMP00236,EMPLOYEE,11,2,27,USA,Mac,0,0,0
EMP00237,EMPLOYEE,10,2,22,UK,Mac,0,0,0
EMP00238,MANAGER,13,0,24,China,Mac,0,0,0
EMP00239,EMPLOYEE,8,2,30,India,Mac,0,1,0
EMP00240,MANAGER,9,1,5,Russia,Linux,0,0,0
EMP00241,EMPLOYEE,10,0,26,India,Mac,0,0,0
EMP00242,MANAGER,3,0,3,India,Windows,1,0,0
EMP00243,EMPLOYEE,13,2,7,USA,Mac,0,0,0
EMP00244,EMPLOYEE,9,2,15,India,Linux,0,0,0
EMP00245,EMPLOYEE,13,1,4,USA,Linux,0,1,0
EMP00246,ADMIN,10,2,21,China,Linux,0,0,0
EMP00247,EMPLOYEE,3,5,11,India,Windows,0,0,0
EMP00248,EMPLOYEE,12,1,12,UK,Linux,0,0,0
EMP00249,MANAGER,17,1,18,China,Windows,0,0,0
EMP00250,MANAGER,3,0,8,USA,Windows,1,0,0
EMP00251,EMPLOYEE,14,2,5,USA,Mac,1,0,0
EMP00252,EMPLOYEE,8,1,2,China,Mac,0,0,0
EMP00253,EMPLOYEE,13,0,23,USA,Windows,0,0,0
EMP00254,MANAGER,18,0,13,India,Linux,0,0,0
EMP00255,EMPLOYEE,15,0,29,China,Windows,0,0,0
EMP00256,EMPLOYEE,8,1,19,India,Mac,0,0,0
EMP00257,MANAGER,12,0,30,China,Linux,0,0,0
EMP00258,EMPLOYEE,12,0,8,UK,Mac,0,0,0
EMP00259,EMPLOYEE,18,0,22,UK,Linux,0,0,0
EMP00260,MANAGER,11,2,15,UK,Mac,0,0,0
EMP00261,EMPLOYEE,8,1,5,India,Mac,0,0,0
EMP00262,EMPLOYEE,10,0,14,China,Mac,0,0,0
EMP00263,EMPLOYEE,13,0,24,Russia,Windows,0,0,0
EMP00264,MANAGER,10,1,27,India,Mac,0,0,0
EMP00265,EMPLOYEE,11,1,28,Russia,Mac,0,0,0
EMP00266,EMPLOYEE,10,0,14,USA,Linux,0,0,0
EMP00267,EMPLOYEE,12,0,19,India,Linux,0,0,0
EMP00268,EMPLOYEE,12,1,22,USA,Linux,1,0,0
EMP00269,EMPLOYEE,18,2,26,China,Windows,0,0,0
EMP00270,EMPLOYEE,11,1,6,India,Mac,0,0,0
EMP00271,MANAGER,15,1,30,UK,Linux,0,0,0
EMP00272,EMPLOYEE,10,1,21,India,Windows,1,0,0
EMP00273,MANAGER,11,1,18,Russia,Mac,0,0,0
EMP00274,MANAGER,8,1,9,UK,Windows,0,0,0
EMP00275,EMPLOYEE,15,0,214,UK,Windows,0,0,0
EMP00276,EMPLOYEE,13,1,2,China,Mac,0,0,0
EMP00277,EMPLOYEE,14,1,12,USA,Linux,0,0,0
EMP00278,EMPLOYEE,11,2,20,USA,Linux,0,1,0
EMP00279,EMPLOYEE,0,1,16,USA,Linux,0,0,0
EMP00280,EMPLOYEE,13,1,30,USA,Linux,0,0,0
EMP00281,MANAGER,13,9,9,USA,Windows,0,0,0
EMP00282,EMPLOYEE,8,0,24,China,Mac,0,0,0
EMP00283,EMPLOYEE,12,0,7,Russia,Linux,0,0,0
EMP00284,EMPLOYEE,9,2,29,Russia,Windows,0,0,0
EMP00285,EMPLOYEE,15,2,21,Russia,Linux,0,0,0
EMP00286,EMPLOYEE,9,2,9,USA,Mac,0,0,0
EMP00287,EMPLOYEE,15,2,0,China,Windows,0,0,0
EMP00288,MANAGER,4,2,6,UK,Mac,0,0,0
EMP00289,EMPLOYEE,18,0,5,Russia,Mac,0,0,0
EMP00290,EMPLOYEE,14,1,17,China,Linux,0,0,0
EMP00291,ADMIN,2,1,11,UK,Linux,0,0,1
EMP00292,EMPLOYEE,18,0,3,Russia,Linux,0,0,0
EMP00293,EMPLOYEE,9,0,17,China,Mac,0,0,0
EMP00294,MANAGER,12,2,17,UK,Linux,0,0,0
EMP00295,EMPLOYEE,8,1,14,UK,Linux,0,0,0
EMP00296,EMPLOYEE,12,0,19,UK,Mac,0,0,0
EMP00297,EMPLOYEE,15,2,22,UK,Mac,0,0,0
EMP00298,EMPLOYEE,17,2,26,China,Mac,0,0,0
EMP00299,EMPLOYEE,5,2,9,UK,Mac,0,0,0
EMP00300,EMPLOYEE,16,2,2,UK,Mac,0,0,0
EMP00301,MANAGER,11,1,11,China,Linux,0,0,0
EMP00302,EMPLOYEE,18,2,4,USA,Windows,0,0,0
EMP00303,EMPLOYEE,8,2,9,USA,Linux,0,0,0
EMP00304,EMPLOYEE,16,2,6,UK,Mac,0,0,0
EMP00305,EMPLOYEE,15,2,5,China,Mac,0,0,0
EMP00306,EMPLOYEE,11,0,13,UK,Mac,0,0,0
EMP00307,EMPLOYEE,14,0,4,USA,Mac,0,0,0
EMP00308,MANAGER,12,2,14,India,Windows,0,0,0
EMP00309,EMPLOYEE,11,2,18,UK,Linux,0,0,0
EMP00310,EMPLOYEE,15,0,14,India,Mac,0,0,0
EMP00311,EMPLOYEE,16,2,18,Russia,Windows,0,0,0
EMP00312,EMPLOYEE,16,8,17,China,Linux,0,0,0
EMP00313,EMPLOYEE,8,0,2,UK,Windows,1,0,0
EMP00314,EMPLOYEE,12,2,2,USA,Mac,1,0,0
EMP00315,MANAGER,16,0,12,UK,Windows,0,0,0
EMP00316,EMPLOYEE,17,0,16,Russia,Linux,0,0,0
EMP00317,EMPLOYEE,8,2,21,Russia,Windows,0,0,0
EMP00318,EMPLOYEE,13,1,26,India,Mac,1,0,0
EMP00319,EMPLOYEE,8,2,16,USA,Mac,0,0,0
EMP00320,EMPLOYEE,16,9,2,USA,Linux,0,0,0
EMP00321,MANAGER,15,1,16,Russia,Windows,1,0,0
EMP00322,EMPLOYEE,18,0,8,China,Mac,0,0,0
EMP00323,ADMIN,15,0,21,USA,Mac,0,0,0
EMP00324,EMPLOYEE,18,2,27,China,Mac,0,0,0
EMP00325,EMPLOYEE,10,0,24,Russia,Linux,0,0,0
EMP00326,MANAGER,8,0,30,China,Mac,0,0,0
EMP00327,MANAGER,16,1,12,China,Linux,0,0,0
EMP00328,MANAGER,16,0,26,USA,Windows,0,0,0
EMP00329,MANAGER,14,0,5,UK,Windows,0,1,0
EMP00330,EMPLOYEE,11,2,0,UK,Linux,0,0,0
EMP00331,EMPLOYEE,18,11,24,UK,Mac,1,0,0
EMP00332,EMPLOYEE,16,2,22,UK,Windows,0,0,0
EMP00333,EMPLOYEE,12,2,15,China,Linux,0,0,0
EMP00334,EMPLOYEE,5,1,23,USA,Mac,0,0,0
EMP00335,MANAGER,8,1,13,UK,Mac,0,0,0
EMP00336,EMPLOYEE,10,1,13,USA,Windows,0,0,0
EMP00337,MANAGER,10,1,10,UK,Windows,0,0,0
EMP00338,EMPLOYEE,15,1,26,UK,Mac,0,0,0
EMP00339,EMPLOYEE,11,2,19,China,Linux,0,0,0
EMP00340,EMPLOYEE,16,2,19,India,Windows,1,0,0
EMP00341,MANAGER,17,2,5,India,Windows,0,0,0
EMP00342,EMPLOYEE,18,2,9,USA,Windows,0,0,0
EMP00343,EMPLOYEE,11,1,11,USA,Mac,0,0,0
EMP00344,EMPLOYEE,14,1,1,Russia,Windows,0,0,0
EMP00345,EMPLOYEE,13,2,19,USA,Mac,0,0,0
EMP00346,EMPLOYEE,11,1,14,Russia,Windows,0,0,0
EMP00347,EMPLOYEE,14,2,29,Russia,Linux,0,0,0
EMP00348,ADMIN,10,0,15,USA,Windows,1,0,0
EMP00349,EMPLOYEE,9,1,9,UK,Linux,0,0,0
EMP00350,EMPLOYEE,2,0,27,Russia,Mac,0,0,0
EMP00351,EMPLOYEE,12,1,30,USA,Mac,0,0,0
EMP00352,EMPLOYEE,11,2,14,China,Linux,0,0,0
EMP00353,EMPLOYEE,12,2,20,USA,Windows,0,0,0
EMP00354,EMPLOYEE,16,0,22,India,Mac,0,0,0
EMP00355,EMPLOYEE,10,1,21,China,Mac,0,0,0
EMP00356,EMPLOYEE,15,2,0,Russia,Mac,0,0,0
EMP00357,MANAGER,11,0,9,China,Windows,0,0,0
EMP00358,EMPLOYEE,17,2,10,Russia,Mac,0,0,0
EMP00359,EMPLOYEE,3,0,15,UK,Windows,0,0,0
EMP00360,MANAGER,5,1,15,UK,Mac,0,0,0
EMP00361,EMPLOYEE,12,2,27,China,Mac,0,0,0
EMP00362,EMPLOYEE,3,0,15,India,Mac,0,0,0
EMP00363,EMPLOYEE,16,1,30,USA,Linux,1,0,0
EMP00364,EMPLOYEE,12,2,30,UK,Windows,0,0,0
EMP00365,EMPLOYEE,11,1,27,USA,Mac,0,1,0
EMP00366,EMPLOYEE,17,1,28,China,Linux,0,0,0
EMP00367,EMPLOYEE,12,0,20,UK,Windows,0,0,0
EMP00368,EMPLOYEE,0,1,8,USA,Linux,0,0,0
EMP00369,EMPLOYEE,17,0,21,UK,Windows,0,0,0
EMP00370,EMPLOYEE,14,1,28,Russia,Mac,0,0,0
EMP00371,EMPLOYEE,18,1,21,India,Mac,0,0,0
EMP00372,MANAGER,15,1,18,USA,Windows,0,0,0
EMP00373,EMPLOYEE,8,0,5,India,Linux,0,0,0
EMP00374,EMPLOYEE,14,1,8,China,Mac,0,0,0
EMP00375,EMPLOYEE,8,1,27,China,Windows,0,0,0
EMP00376,MANAGER,10,11,19,Russia,Mac,0,0,0
EMP00377,EMPLOYEE,11,0,18,China,Windows,0,0,0
EMP00378,EMPLOYEE,13,2,0,UK,Mac,0,0,0
EMP00379,EMPLOYEE,18,0,2,India,Mac,0,0,0
EMP00380,EMPLOYEE,13,0,10,USA,Linux,0,0,0
EMP00381,EMPLOYEE,18,1,5,India,Linux,0,0,0
EMP00382,EMPLOYEE,14,1,14,USA,Mac,0,0,0
EMP00383,EMPLOYEE,12,2,18,Russia,Linux,0,0,0
EMP00384,EMPLOYEE,10,0,14,China,Linux,0,0,0
EMP00385,EMPLOYEE,16,2,11,China,Mac,0,0,0
EMP00386,EMPLOYEE,16,0,4,India,Linux,0,0,0
EMP00387,MANAGER,12,0,8,Russia,Mac,0,0,0
EMP00388,EMPLOYEE,15,0,21,Russia,Windows,0,1,0
EMP00389,EMPLOYEE,10,1,2,India,Mac,0,0,0
EMP00390,MANAGER,14,1,19,China,Linux,0,0,0
EMP00391,EMPLOYEE,11,2,12,India,Mac,0,0,0
EMP00392,EMPLOYEE,11,2,6,Russia,Windows,0,0,0
EMP00393,EMPLOYEE,8,2,9,China,Mac,0,0,0
EMP00394,EMPLOYEE,12,2,30,China,Linux,0,0,0
EMP00395,ADMIN,15,0,16,UK,Mac,0,0,1
EMP00396,EMPLOYEE,17,1,21,USA,Windows,0,0,0
EMP00397,EMPLOYEE,15,0,13,Russia,Mac,0,0,0
EMP00398,MANAGER,16,1,10,China,Windows,0,0,0
EMP00399,EMPLOYEE,18,1,25,China,Windows,1,0,0
EMP00400,EMPLOYEE,8,0,15,USA,Windows,0,0,0
EMP00401,MANAGER,17,1,30,India,Linux,0,0,0
EMP00402,EMPLOYEE,13,0,18,USA,Mac,0,0,0
EMP00403,EMPLOYEE,0,1,11,India,Mac,1,0,0
EMP00404,EMPLOYEE,14,2,24,China,Windows,0,0,0
EMP00405,EMPLOYEE,14,2,0,India,Windows,0,0,0
EMP00406,EMPLOYEE,8,2,12,USA,Windows,0,0,0
EMP00407,EMPLOYEE,9,0,21,UK,Windows,0,0,0
EMP00408,MANAGER,17,2,20,India,Linux,0,0,0
EMP00409,EMPLOYEE,11,0,14,China,Mac,0,0,0
EMP00410,MANAGER,9,0,0,USA,Mac,0,0,0
EMP00411,EMPLOYEE,11,0,7,USA,Linux,1,0,0
EMP00412,EMPLOYEE,18,2,24,China,Linux,0,0,0
EMP00413,ADMIN,14,0,27,UK,Linux,0,0,0
EMP00414,ADMIN,5,2,8,China,Linux,0,0,0
EMP00415,EMPLOYEE,13,2,3,UK,Windows,0,0,0
EMP00416,EMPLOYEE,15,1,5,India,Linux,0,0,0
EMP00417,EMPLOYEE,17,0,9,USA,Linux,0,0,0
EMP00418,EMPLOYEE,16,2,3,India,Windows,0,0,0
